Principal MECID,Principal Name,Address 1,Address 2,City,State,Zip,Phone 1,Phone 2,Lobbyist MECID,Lobbyist Name
P203441,American Board of Medical Specialties,353 North Clark Street,Ste 1400,Chicago,IL,60654,(312) 436-2600,,L001045,"Swain, W 'Wes' Scott"
P180091,American Camp Association,730 Walnut Creek Ln,,Town and Country,MO,63017,(314) 560-4014,,L002135,"Scissors, Irl L."
P180092,American Cancer Society Cancer Action Network,The Oaks at City Place,"1001 Craig Road, Ste. 350",Creve Coeur,MO,63146,(314) 286-8158,,L003398,"Kalmer, Emily"
P180092,American Cancer Society Cancer Action Network,The Oaks at City Place,"1001 Craig Road, Ste. 350",Creve Coeur,MO,63146,(314) 286-8158,,L003573,"Freeman, Tim Joseph"
P180094,American Chemistry Council,700 Second St NE,,Washington,DC,20002,(202) 249-6222,,L000576,"Scherr, Randy"
P180094,American Chemistry Council,700 Second St NE,,Washington,DC,20002,(202) 249-6222,,L002441,"Bernskoetter, Brian"
P203642,"American Civil Liberties Union, Inc.",125 Broad Street,,New York,NY,10004,(212) 519-7865,,L200312,"Marlow, Chad"
P213752,American Clean Power Association,1501 M Street North West Suite 900,,Washington,DC,20005,(202) 412-0130,,L001045,"Swain, W 'Wes' Scott"
P213752,American Clean Power Association,1501 M Street North West Suite 900,,Washington,DC,20005,(202) 412-0130,,L004126,"LaFaver, Jeremy"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L000299,"Gamble, William"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L000300,"Gamble, Cynthia"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L000580,"Schlemeier, Jorgen"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L000644,"Topp, Sarah"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L002845,"Jackson, David"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L003130,"Brooks, Jeffery"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L003747,"Gamble, Kathryn"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L004133,"Schlemeier, Sarah"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L190054,"Wilson, Olivia"
P180095,American College of Obstetricians and Gynecologists - Missouri Section,PO Box 70620,,Washington,DC,20024,(202) 638-5577,,L190149,"Gamble, John"
P180096,American Concrete Paving Association,15700 College Blvd,,Lenexa,KS,66219,(913) 381-2251,,L003881,"Aboussie, Jeffrey P"
P180096,American Concrete Paving Association,15700 College Blvd,,Lenexa,KS,66219,(913) 381-2251,,L003946,"Dempsey, Thomas D"
P180097,American Council of Engineering Companies of Missouri,"200 East McCarty Street, Suite 201",,Jefferson City,MO,65101,(573) 634-4080,,L000543,"Rhoads, Mark J"
P180097,American Council of Engineering Companies of Missouri,"200 East McCarty Street, Suite 201",,Jefferson City,MO,65101,(573) 634-4080,,L004146,"Mundell, Morgan"
P180098,American Council of Life Insurers,"101 Constitution Avenue, NW",,Washington,DC,20001,(202) 624-2452,,L000697,"Winter, Michael G"
P180100,American Diabetes Association,8907 Ravello Pass,,Austin,TX,78749,(512) 797-5430,,L200292,"De La Garza, Veronica"
P180101,American Express,90 Hudson Street,Mail Drop 32-08-16,Jersey City,NJ,7302,(212) 640-5028,,L001678,"Giddens, Nancy Lane"
P180101,American Express,90 Hudson Street,Mail Drop 32-08-16,Jersey City,NJ,7302,(212) 640-5028,,L002837,"Cooper, Shannon"
P180102,"American Family Mutual Insurance Group, SI",PO Box 1925,,Jefferson City,MO,65102,(573) 230-4596,,L000475,"Monaghan, David Alexander"
P180103,American Federation For Children,1660 L Street NW,Suite 1000,Washington,DC,20036,(202) 280-1990,,L001274,"Boyd, Rodney"
P180103,American Federation For Children,1660 L Street NW,Suite 1000,Washington,DC,20036,(202) 280-1990,,L001535,"Grace, Brian"
P180103,American Federation For Children,1660 L Street NW,Suite 1000,Washington,DC,20036,(202) 280-1990,,L003229,"Casas, Kate"
P180103,American Federation For Children,1660 L Street NW,Suite 1000,Washington,DC,20036,(202) 280-1990,,L003567,"Baker, Aaron"
P180103,American Federation For Children,1660 L Street NW,Suite 1000,Washington,DC,20036,(202) 280-1990,,L004266,"Beers Sutton, Hannah"
P180103,American Federation For Children,1660 L Street NW,Suite 1000,Washington,DC,20036,(202) 280-1990,,L190103,"Jensen, Scott Richard"
P192863,American Fuel & Petrochemical Manufacturers,1800 M Street NW,Suite 900 North,Washington,DC,20036,(202) 457-0480,,L200262,"Walker, Airika"
P180104,American Heart Association,460 N. Lindbergh Blvd,,St. Louis,MO,63141,(314) 692-5635,(314) 692-5633,L000723,"Iman, Kyna"
P180104,American Heart Association,460 N. Lindbergh Blvd,,St. Louis,MO,63141,(314) 692-5635,(314) 692-5633,L190208,"Gray, Maura"
P180104,American Heart Association,460 N. Lindbergh Blvd,,St. Louis,MO,63141,(314) 692-5635,(314) 692-5633,L200293,"Slater, Missty"
P180104,American Heart Association,460 N. Lindbergh Blvd,,St. Louis,MO,63141,(314) 692-5635,(314) 692-5633,L200341,"Denniston, Jacob"
P180105,American Institute of Architects of Missouri,PO Box 105938,,Jefferson City,MO,65101,(573) 635-8555,,L000805,"Harness, Kathryn"
P192948,American Kratom Association,5501 Merchant View Square,,Haymarket,MO,20169,(804) 552-1252,,L004006,"Altmann, Jeffrey"
P180108,American Legal Finance Association,228 Park Avenue South,,New York,NY,10003,(573) 616-9860,,L002458,"Pfeifer, Daniel"
P180108,American Legal Finance Association,228 Park Avenue South,,New York,NY,10003,(573) 616-9860,,L002922,"Eaton, Alex Thomas"
P180108,American Legal Finance Association,228 Park Avenue South,,New York,NY,10003,(573) 616-9860,,L003160,"Porter, Gregory 'Greg' D"
P180108,American Legal Finance Association,228 Park Avenue South,,New York,NY,10003,(573) 616-9860,,L003722,"Lohmann, Rebecca"
P180108,American Legal Finance Association,228 Park Avenue South,,New York,NY,10003,(573) 616-9860,,L004183,"Willis, David"
P180108,American Legal Finance Association,228 Park Avenue South,,New York,NY,10003,(573) 616-9860,,L180015,"Wells, Jasmine"
P203605,AMERICAN LUNG ASSOCIATION,P.O. BOX 1722,,LAKE OZARK,MO,65049,(573) 776-0132,,L003289,"Wiggs Martin, Leah Elizabeth"
P180109,"American Massage Therapy Association, Mo. Chapter",2718 Forum Blvd. Suite 4B,,Columbia,MO,65203-5451,(573) 442-6628,,L000468,"Michelson, Michael Randy"
P180110,American Memorial Life Insurance Company,440 Mt. Rushmore Rd,,Rapid City,SD,57701,(800) 352-5173,,L000163,"Brownlee, Richard S."
P203701,American Petroleum Institute,200 Massachusetts Avenue NW Suite 1100,,Washington,DC,20001-5571,(202) 682-8000,,L001580,"Rowden, Ryan C"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L000299,"Gamble, William"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L000300,"Gamble, Cynthia"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L000580,"Schlemeier, Jorgen"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L000644,"Topp, Sarah"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L002845,"Jackson, David"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L003130,"Brooks, Jeffery"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L003747,"Gamble, Kathryn"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L004133,"Schlemeier, Sarah"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L190054,"Wilson, Olivia"
P193137,American Prison Data Systems,65 W 36th St 2nd Floor,,New York,NY,10018,(646) 960-9983,,L190149,"Gamble, John"
P180115,American Progressive Bag Alliance,"1425 K Street,  NW",Suite 500,Washington,DC,20005,(202) 974-5200,,L000576,"Scherr, Randy"
P181861,American Property Casualty Insurance Association (APCIA),"8700 West Bryn Mawr, Suite 1200S",,Chicago,IL,60631,(847) 553-3689,,L002289,"AuBuchon, Richard Michael"
P180117,American Registry of Radiologic Technologists,1255 Northland Drive,,St. Paul,MN,55120,(651) 681-3138,,L001353,"Grote, Michael"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L000299,"Gamble, William"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L000300,"Gamble, Cynthia"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L000580,"Schlemeier, Jorgen"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L000644,"Topp, Sarah"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L002845,"Jackson, David"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L003130,"Brooks, Jeffery"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L003747,"Gamble, Kathryn"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L004133,"Schlemeier, Sarah"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L190054,"Wilson, Olivia"
P180119,American Resort Development Association,200 East Robinson St.,Ste. 1170,Orlando,FL,32801,(407) 245-7601,,L190149,"Gamble, John"
P180121,American Royal Association,1701 American Royal Court,,Kansas City,MO,64102,(816) 569-4045,,L003405,"Maxwell, Korb"
P180122,American Society For The Prevention of Cruelty To Animals (ASPCA),520 Eighth Avenue,,New York,NY,10018,(212) 876-7700,,L000752,"Moody, James 'Jim' R"
P180122,American Society For The Prevention of Cruelty To Animals (ASPCA),520 Eighth Avenue,,New York,NY,10018,(212) 876-7700,,L001499,"Moody, Christopher 'Chris'"
P180122,American Society For The Prevention of Cruelty To Animals (ASPCA),520 Eighth Avenue,,New York,NY,10018,(212) 876-7700,,L003264,"Briscoe, Andrew W"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L000299,"Gamble, William"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L000300,"Gamble, Cynthia"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L000580,"Schlemeier, Jorgen"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L000644,"Topp, Sarah"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L002845,"Jackson, David"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L003130,"Brooks, Jeffery"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L003747,"Gamble, Kathryn"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L004133,"Schlemeier, Sarah"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L190054,"Wilson, Olivia"
P193054,American Subcontractor Association of Greater Kansas City,PO Box 72,,Stilwell,KS,66085,(913) 257-6250,,L190149,"Gamble, John"
P180124,American Subcontractors Association of Missouri,PO Box 1896,,Jefferson City,MO,65102,(573) 694-1112,,L001988,"Strong, Nikki"
P180124,American Subcontractors Association of Missouri,PO Box 1896,,Jefferson City,MO,65102,(573) 694-1112,,L003113,"Bruns, Mark"
P180125,American Suntanning Association,PO Box 1907,,Jackson,MI,49204,(517) 841-4929,,L003963,"Dugger, Tony"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L000299,"Gamble, William"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L000300,"Gamble, Cynthia"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L000580,"Schlemeier, Jorgen"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L000644,"Topp, Sarah"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L002845,"Jackson, David"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L003130,"Brooks, Jeffery"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L003747,"Gamble, Kathryn"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L004133,"Schlemeier, Sarah"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L004258,"Behrens, Mark Alan"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L190054,"Wilson, Olivia"
P180126,American Tort Reform Association,1101 Connecticut Ave NW Ste 400,,Washington,DC,20036,(202) 682-1163,,L190149,"Gamble, John"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L000299,"Gamble, William"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L000300,"Gamble, Cynthia"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L000580,"Schlemeier, Jorgen"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L000644,"Topp, Sarah"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L002198,"Scaglia, Phillip P."
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L002845,"Jackson, David"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L003130,"Brooks, Jeffery"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L003747,"Gamble, Kathryn"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L004133,"Schlemeier, Sarah"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L190054,"Wilson, Olivia"
P180127,"American Traffic Solutions, Inc.",1150 N Alma School Rd.,,Mesa,AZ,85201,(480) 443-7000,,L190149,"Gamble, John"
P193300,Americans for Equal Shared Parenting,4334-C Arrow Tree,,Saint Louis,MO,63128,(314) 814-0977,,L190178,"Millar, Jeffrey 'Jeff' Andrew"
P193300,Americans for Equal Shared Parenting,4334-C Arrow Tree,,Saint Louis,MO,63128,(314) 814-0977,,L190180,"Roberts, Jeremy"
P180128,Americans For Farmers and Families,PO Box 133,,Jefferson City,MO,65102,(816) 533-5632,,L003567,"Baker, Aaron"
P180128,Americans For Farmers and Families,PO Box 133,,Jefferson City,MO,65102,(816) 533-5632,,L004266,"Beers Sutton, Hannah"
P192898,Americans for Patient Access,9525 W Bryn Mawr Ave,Suite 900,Rosemont,IL,60018,(847) 521-4319,,L000523,"Penman, D. Scott"
P192898,Americans for Patient Access,9525 W Bryn Mawr Ave,Suite 900,Rosemont,IL,60018,(847) 521-4319,,L003875,"Nail, Kaycee"
P180129,Americans For Prosperity,PO Box 94,,Jefferson City,MO,65109,(417) 210-3156,,L003676,"Cady, Jeremy"
P192954,Americans United for Separation of Church and State,1310 L St NW,Suite 200,Washington,DC,20005,(202) 466-3234,,L004232,"Nartowicz, Nikolas"
P180132,Amgen,601 13th St NW,,Washington,DC,20005,(202) 585-9614,,L200270,"Cobb, Rodney"
P180132,Amgen,601 13th St NW,,Washington,DC,20005,(202) 585-9614,,L200342,"Johnson, Kevin"
P203629,"AmplioSpeech, Inc.",6110 Executive Blvd,,Rockville,MD,20852,(850) 585-5026,,L001642,"Watson, Trent"
P180135,Andrew & Associates,1300 E. St. Eunice Rd.,,Fulton,MO,65251,(573) 220-3000,,L002895,"Oestreich, Andrew"
P213754,Angela Bullock Gabel,"9326 Olive Blvd., Suite 200",,St. Louis,MO,63132,(314) 726-2310,(314) 910-2710,L210362,"Gabel, Angela Bullock"
P180136,Anheuser-Busch,One Busch Place 202-8,,St. Louis,MO,63118,(314) 577-4811,,L000128,"Bardgett, John E"
P180136,Anheuser-Busch,One Busch Place 202-8,,St. Louis,MO,63118,(314) 577-4811,,L000552,"Durham, Jennifer"
P180136,Anheuser-Busch,One Busch Place 202-8,,St. Louis,MO,63118,(314) 577-4811,,L000830,"Durham, James L."
P180136,Anheuser-Busch,One Busch Place 202-8,,St. Louis,MO,63118,(314) 577-4811,,L001566,"Leonard, Erika"
P180136,Anheuser-Busch,One Busch Place 202-8,,St. Louis,MO,63118,(314) 577-4811,,L002413,"Hamilton, L.P."
P180136,Anheuser-Busch,One Busch Place 202-8,,St. Louis,MO,63118,(314) 577-4811,,L002791,"Powers, Ted"
P180136,Anheuser-Busch,One Busch Place 202-8,,St. Louis,MO,63118,(314) 577-4811,,L003105,"Roepe, Christopher 'Chris'"
P180136,Anheuser-Busch,One Busch Place 202-8,,St. Louis,MO,63118,(314) 577-4811,,L003354,"Tilley, Steven"
P180136,Anheuser-Busch,One Busch Place 202-8,,St. Louis,MO,63118,(314) 577-4811,,L003549,"Bardgett, Jacqueline"
P180139,ANR Pipeline Company,717 Texas Avenue,,Houston,TX,77002,(403) 920-7837,,L001667,"Black, Guy William"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L000952,"McIntosh, Richard"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L001045,"Swain, W 'Wes' Scott"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L001221,"Smith, David"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L001274,"Boyd, Rodney"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L001535,"Grace, Brian"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L001615,"Simmons, Kelvin"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L001988,"Strong, Nikki"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L002338,"Harris, James"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L002682,"McCracken, David"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L003229,"Casas, Kate"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L003539,"McCann, Meghan"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L003778,"Wasser, Casey Allen"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L003821,"Haynes, Josh"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L190151,"Rhoads, Robert 'Shawn ' Shawn"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L190190,"Davis, Jeffrey"
P180140,"Anthem, Inc. and Its Affiliates",104 Clay Street,,Jefferson City,MO,65101,(573) 424-2122,,L200218,"DeStefano, John"
P180144,Aparium Hotel Group,615 West Randolph Street,Second Floor,Chicago,IL,60661,(312) 275-1080,,L003405,"Maxwell, Korb"
P180145,Apexus,290 E John Carpenter Freeway,,Irving,TX,75062-2324,(888) 340-2787,,L000504,"Oestreich, George L."
P180146,Apple Inc,C/O Politicom Law Llp,"28 Liberty Ship Way, Suite 2815",Sausalito,CA,94965,(415) 903-2800,,L003837,"Gutierrez, Olga"
