MECID_L,Lobbyist First Name,Lobbyist Last Name,Recipient,Principal,Expenditure Type,Expenditure Category,Expenditure Date,Expenditure Amount,Amended,Description,Version From,Version To
L002617,Christine,Page,"Reitmeyer,  Rocky  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,1
L002617,Christine,Page,"Violet,  Terri  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,1
L002617,Christine,Page,"Edens,  Laura  - City of Wildwood",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Butler,  Lindsey  - City of Town & Country",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,49.54,No,reception -- elected official and spouse,1,
L002617,Christine,Page,"Pagano,  Len  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,0,Yes - did not attend,reception,2,
L002617,Christine,Page,"Violet,  Terri  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,0,Yes - did not attend,reception,2,
L002617,Christine,Page,"Pagano,  Joyce  - Spouse/Child (Pagano,  Len )",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,0,Yes - did not attend,reception,2,
L002617,Christine,Page,"Townsend,  Joyce  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,0,Yes - did not attend,reception,2,
L002617,Christine,Page,"Bateman,  Judy  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,0,Yes - did not attend,reception,2,
L002617,Christine,Page,"Reimer,  Melissa  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,0,Yes - did not attend,reception,2,
L002617,Christine,Page,"Trupiano,  Nick  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,0,Yes - did not attend,reception,2,
L002617,Christine,Page,"Reitmeyer,  Rocky  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,0,Yes - did not attend,reception,2,
L002617,Christine,Page,"Barclay,  Patrick  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,0,Yes - did not attend,reception,2,
L004043,Matthew,Panik,"Griffith,  Dave  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - No expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Basye,  Chuck  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - entered no expenditure incorrectly,award and food,2,
L004043,Matthew,Panik,"Black,  John  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - entered no expenditure incorrectly,award and food,2,
L004043,Matthew,Panik,"DeGroot,  Bruce  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - entered no expenditure incorrectly,award and food,2,
L004043,Matthew,Panik,"Eggleston,  J.  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Evans,  David  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Fishel,  Craig  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Fitzwater,  Travis  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Gannon,  Elaine  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Grier,  Derek  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,food and award,2,
L004043,Matthew,Panik,"Hicks,  Ron  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Hudson,  Brad  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Justus,  Jeffery  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Kelley,  Ann  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Knight,  Jeff  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Kolkmeyer,  Glen  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Love,  Warren  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Lynch,  Steve  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Mayhew,  Don  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"McGaugh,  Peggy  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Miller,  Rocky  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Morris,  Lynn  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Murphy,  Jim  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Pike,  Patricia  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - entered no expenditure incorrectly,award and food,2,
L004043,Matthew,Panik,"Reedy,  Rodger  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - entered no expenditure incorrectly,award and food,2,
L004043,Matthew,Panik,"Richey,  Doug  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Roberts,  Lane  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Ruth,  Becky  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Sharpe,  Greg  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Shaul,  Dan  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Simmons,  John  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Stephens,  Mike  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Veit,  Rudy  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Wiemann,  John  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Crawford,  Sandy  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Emery,  Ed  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Hegeman,  Dan  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Holsman,  Jason  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,3
L004043,Matthew,Panik,"Hoskins,  Denny  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Hough,  Lincoln  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,2
L004043,Matthew,Panik,"Koenig,  Andrew  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"May,  Karla  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Romine,  Gary  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Sater,  David  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Schatz,  David  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Wallingford,  Wayne  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Wieland,  Paul  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Haahr,  Elijah  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,award and food,2,
L004043,Matthew,Panik,"Catanzaro,  Frank  - Employee/Staff (Koenig,  Andrew )",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",9/11/19,2.62,Yes - no expenditure entered incorrectly,food,2,
L004043,Matthew,Panik,"Lauderdale,  Duell  - Employee/Staff (Hicks,  Ron )",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",9/11/19,2.62,Yes - no expenditure entered incorrectly,food,2,
L004043,Matthew,Panik,"Evans,  Dave  - Employee/Staff (Wiemann,  John )",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",9/11/19,2.62,Yes - no expenditure entered incorrectly,food,2,
L004043,Matthew,Panik,"Plocher,  Dean  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,2
L004043,Matthew,Panik,"Anderson,  Sonya  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - entered no expenditure incorrectly,award and food,2,
L004043,Matthew,Panik,"Andrews,  Allen  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - entered no expenditure incorrectly,award and food,2,
L004043,Matthew,Panik,"Haden,  Kent  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.25,Yes - no expenditure entered incorrectly,meals and award,2,
L004043,Matthew,Panik,"Coleman,  Mary  Elizabeth  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,2
L004043,Matthew,Panik,"Henderson,  Mike  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,2
L004043,Matthew,Panik,"Kelly,  Hannah  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,
L004043,Matthew,Panik,"Ross,  Robert  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,
L004043,Matthew,Panik,"Schroer,  Nick  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,
L004043,Matthew,Panik,"Shields,  Brenda  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,
L004043,Matthew,Panik,"Sommer,  Chrissy  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,
L004043,Matthew,Panik,"Tate,  Nate  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,
L004043,Matthew,Panik,"Wright,  Dale  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,2
L004043,Matthew,Panik,"Burlison,  Eric  - Senator",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,2
L004043,Matthew,Panik,"Riddle,  Jeanie  - Senator",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,
L004043,Matthew,Panik,"Walsh,  Gina  - Senator",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,1.63,Yes - no expenditure entered incorrectly,pin,2,
L004043,Matthew,Panik,"Baker,  Ben  - Representative",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,4.15,Yes - no expenditure entered incorrectly,Pin and food,2,
L004043,Matthew,Panik,"Hough,  Lincoln  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,0,Yes - Senator Lincoln Hough reimbursed the Chamber on 10/10/2019,award and food,3,
L004043,Matthew,Panik,"Plocher,  Dean  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,0,Yes - Rep. Dean Plocher returned pin that expense was reported for on 10/21/2019.,pin,3,
L004043,Matthew,Panik,"Coleman,  Mary  Elizabeth  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,0,Yes - Rep. Mary Coleman returned pin that was reported as an expenditure on 10/21/2019.,pin,3,
L004043,Matthew,Panik,"Wright,  Dale  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,0,Yes - Rep. Dale Wright reimbursed the Missouri Chamber for pin that was listed as expenditure.,pin,3,
L004043,Matthew,Panik,"Henderson,  Mike  - Representative",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,0,Yes - Rep. Mike Henderson reimbursed the Missouri Chamber for the pin that he received.,pin,3,
L004043,Matthew,Panik,"Burlison,  Eric  - Senator",Missouri Chamber of Commerce and Industry,Individual,Gift,9/11/19,0,Yes - Senator Eric Burlison reimbursed the Missouri Chamber for the pin that was listed as expenditure.,pin,3,
L004043,Matthew,Panik,"Holsman,  Jason  - Senator",Missouri Chamber of Commerce and Industry,Individual,Other,9/11/19,0,Yes - Senator Holsman reimbursed the Missouri Chamber on 11/21/19 for $4.25,award and food,4,
L000382,Roxsen,Koch,"Parks-Shaw,  Ryana  - City of Kansas City Elect",Polsinelli PC,Individual,"Meals, Food, & Beverage",9/17/19,63.5,No,Dinner,1,
L002617,Christine,Page,"Shaw,  Gary  - City of Joplin",Missouri American Water,Individual,"Meals, Food, & Beverage",9/20/19,21.63,No,breakfast,1,
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,"Meals, Food, & Beverage",9/20/19,12.86,Yes - Didn’t believe reporting was required until guidance was received from MEC.,"Standard board meeting expenses (meals & mileage) - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,Travel,9/20/19,165.88,Yes - Didn’t believe reporting was required until guidance was received from MEC.,"Standard board meeting expenses (meals & mileage) - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L000281,Trent,Ford,"Plocher,  Dean  - Representative",The McCarthy Group,Individual,"Meals, Food, & Beverage",9/23/19,5,No,Lunch,1,1
L000281,Trent,Ford,"Plocher,  Dean  - Representative",The McCarthy Group,Individual,"Meals, Food, & Beverage",9/23/19,0,Yes - Reimbursed for expenditure by Representative Plocher.,Lunch,2,
L000977,Greg,Johnston,"Plocher,  Dean  - Representative",Johnston & Associates,Individual,"Meals, Food, & Beverage",9/23/19,5,Yes - Clerical error,Food,2,2
L000977,Greg,Johnston,"Plocher,  Dean  - Representative",Johnston & Associates,Individual,"Meals, Food, & Beverage",9/23/19,0,Yes - Received reimbursement,Food,3,
L004202,Chris,Hankins,"Griffith,  Dave  - Representative",Justice for Jake,Individual,Other,9/23/19,1.79,No,"Emailed, introduction of Missouri legislation for 2019 prefile.",1,2
L004202,Chris,Hankins,"Onder,  Robert  'Bob'  - Senator",Justice for Jake,Individual,Other,9/23/19,1.79,No,"Emailed, introduction of Missouri legislation for 2019 prefile.",1,2
L004202,Chris,Hankins,"Patterson,  Jonathan  - Representative",Justice for Jake,Individual,Other,9/23/19,1.79,No,"Emailed, introduction of Missouri legislation for 2019 prefile.",1,2
L004202,Chris,Hankins,"White,  William  'Bill'  - Senator",Justice for Jake,Individual,Other,9/23/19,1.79,No,"Emailed, introduction of Missouri legislation for 2019 prefile.",1,2
L004202,Chris,Hankins,"Nasheed,  Jamilah  - Senator",Justice for Jake,Individual,Other,9/23/19,1.79,No,"Emailed, introduction of Missouri legislation for 2019 prefile.",1,2
L004202,Chris,Hankins,"Schroer,  Nick  - Representative",Justice for Jake,Individual,Other,9/23/19,1.79,No,"Emailed, introduction of Missouri legislation for 2019 prefile.",1,2
L004202,Chris,Hankins,"Rehder,  Holly  - Representative",Justice for Jake,Individual,Other,9/23/19,1.76,No,"Emailed, introduction of Missouri legislation for 2019 prefile.",1,2
L004202,Chris,Hankins,"Stacy,  Dan  - Representative",Justice for Jake,Individual,Other,9/23/19,0.35,Yes - Not listed in original submittal.,Conversation about upcoming session and MO Bill.,2,2
L000298,Doug,Galloway,"Bondon,  Jack  - Representative",Centurylink,Individual,"Meals, Food, & Beverage",9/30/19,4.19,No,beverage,1,
L003399,Ryan,Stauffer,"Bondon,  Jack  - Representative",Missouri Health Care Association,Individual,"Meals, Food, & Beverage",9/30/19,2.77,No,,1,
L001535,Brian,Grace,"Kendrick,  Kip  - Representative",Nexus Group,Individual,"Meals, Food, & Beverage",10/1/19,2.56,No,"beverage/coffee, Kaldi's, Columbia, MO",1,
L003041,Coni,Fries,"Koenig,  Andrew  - Senator",Blue Cross Blue Shield of Kansas City,Individual,"Meals, Food, & Beverage",10/3/19,4.02,No,breakfast,1,
L003709,Charles,Hinderliter,"Harder,  Mark  A  - St. Louis County",St. Louis Realtors ,Individual,"Meals, Food, & Beverage",10/3/19,14.94,No,Lunch,1,
L003811,Phillippe,Wesley,"Lucas,  Quinton  - City of Kansas City",Spire Inc,Individual,"Meals, Food, & Beverage",10/3/19,99.3,No,Meal at The Capital Grille,1,
L000502,Genny,Nicholas,"Burnett,  Scott  - Jackson County",The Children's Mercy Hospital,Individual,"Meals, Food, & Beverage",10/4/19,8.65,No,lunch,1,
L000382,Roxsen,Koch,"Barnes,  Lee  - City of Kansas City",Polsinelli PC,Individual,"Meals, Food, & Beverage",10/8/19,18.5,No,Lunch,1,
L003149,Salvatore,Panettiere,"Lucas,  Quinton  - City of Kansas City",City of Kansas City,Individual,"Meals, Food, & Beverage",10/8/19,13,Yes - Administrative,The Rockhill Grille,2,
L003407,Erin,Brower,"Loar,  Teresa  - City of Kansas City","Hallmark Cards, Inc.",Individual,"Meals, Food, & Beverage",10/8/19,25,No,,1,
L003407,Erin,Brower,"Shields,  Katheryn  - City of Kansas City Elect","Hallmark Cards, Inc.",Individual,"Meals, Food, & Beverage",10/8/19,50,No,,1,
L003149,Salvatore,Panettiere,"O'Neill,  Kevin  - City of Kansas City Elect",HMS Host,Individual,"Meals, Food, & Beverage",10/21/19,22,Yes - Administrative,Bristol,2,
L003149,Salvatore,Panettiere,"Lucas,  Quinton  - City of Kansas City",City of Kansas City,Individual,"Meals, Food, & Beverage",10/23/19,22,Yes - Administrative,Senate Caucus,3,
L000350,Bob,Jacobi,"Arthur,  Lauren  - Senator",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L000350,Bob,Jacobi,"Barnes,  Jerome  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L000350,Bob,Jacobi,"Burnett,  Ingrid  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L000350,Bob,Jacobi,"Carpenter,  Jon  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L000350,Bob,Jacobi,"Falkner,  William  'Bill'  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L000350,Bob,Jacobi,"Ingle,  Keri  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L000350,Bob,Jacobi,"Bland Manlove,  Ashley  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L000350,Bob,Jacobi,"Morgan,  Judy  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L000350,Bob,Jacobi,"Rogers,  Wes  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L000350,Bob,Jacobi,"Washington,  Barbara  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/24/19,5,No,Labor-Management Council Public Officials Reception,1,
L002338,James,Harris,"Roberts,  Steven  - Representative",American Bail Coalition,Individual,"Meals, Food, & Beverage",10/24/19,3.41,No,Coffee,1,
L003322,Mark,Bryant,"Barnes,  Lee  - City of Kansas City","Rouse Frets White Goss Gentile Rhodes, PC",Individual,Entertainment,10/27/19,350,No,Chiefs tickets and a parking pass,1,
L004202,Chris,Hankins,"Stacy,  Dan  - Representative",Justice for Jake,Individual,Printing & Publication,10/30/19,15,No,Project Vision,1,1
L004202,Chris,Hankins,"Stacy,  Dan  - Representative",Justice for Jake,Individual,Printing & Publication,10/30/19,0,Yes - informational materials,Project Vision,2,
L003811,Phillippe,Wesley,"Lucas,  Quinton  - City of Kansas City",Spire Inc,Individual,Entertainment,11/3/19,"1,001.97",No,4 Chiefs Tickets with food,1,
L000382,Roxsen,Koch,"Barnes,  Lee  - City of Kansas City",Polsinelli PC,Individual,"Meals, Food, & Beverage",11/6/19,23.4,No,Lunch,1,
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,Travel,11/7/19,219.24,Yes - Didn’t believe reporting was required until guidance was received from MEC.,"Standard board meeting and MHA convention expenses (meals & mileage) - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,"Meals, Food, & Beverage",11/7/19,193.23,Yes - Didn’t believe reporting was required until guidance was received from MEC.,"Standard board meeting and MHA convention expenses (meals & mileage) - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,Other,11/7/19,175,Yes - Didn’t believe reporting was required until guidance was received from MEC.,"Standard board meeting and MHA convention expenses (convention registration) - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L004192,Cathleen,Flournoy,"Cierpiot,  Mike  - Senator",Economic Development Corporation of Kansas City,Individual,"Meals, Food, & Beverage",11/7/19,3.25,No,Coffee with Sen. Mike Cierpiot,1,
L003149,Salvatore,Panettiere,"Loar,  Teresa  - City of Kansas City",Verizon Wireless,Individual,"Meals, Food, & Beverage",11/12/19,14,No,,1,
L003709,Charles,Hinderliter,"Harder,  Mark  A  - St. Louis County",St. Louis Realtors ,Individual,"Meals, Food, & Beverage",11/14/19,100.37,Yes - Inadvertently left off report,Dinner with REALTOR members,2,
L003762,Lori,Hoelscher,"Olivarri,  John  - City of Osage Beach","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,11/16/19,100,No,Mizzou football game ticket,1,
L003762,Lori,Hoelscher,"Olivarri,  Carole  - Spouse/Child (Olivarri,  John  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,11/16/19,100,No,Mizzou football game ticket,1,
L003762,Lori,Hoelscher,"Olivarri,  John  - City of Osage Beach","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",11/16/19,27.22,No,Mizzou football game food and beverage,1,
L003762,Lori,Hoelscher,"Olivarri,  Carole  - Spouse/Child (Olivarri,  John  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",11/16/19,27.22,No,Mizzou football game food and beverage cost,1,
L001723,Scott,Brown,"Bell,  Wesley  - St. Louis County","Alkermes, Inc.",Individual,"Meals, Food, & Beverage",11/18/19,35.11,Yes - Mistakenly forgot to include,Dinner,2,
L003149,Salvatore,Panettiere,"Lucas,  Quinton  - City of Kansas City",City of Kansas City,Individual,"Meals, Food, & Beverage",11/18/19,24,No,,1,
L003149,Salvatore,Panettiere,"Stamm,  John  - Employee/Staff (Lucas,  Quinton )",City of Kansas City,Individual,"Meals, Food, & Beverage",11/18/19,12,No,,1,
L190140,Mark,Ayers,"Aldridge,  Rasheen  - Representative Elect",Mark Ayers,Individual,"Meals, Food, & Beverage",11/18/19,5.58,No,Drink,1,
L003811,Phillippe,Wesley,"Ridgeway,  Luann  - Clay County",Spire Inc,Individual,"Meals, Food, & Beverage",11/21/19,35.88,No,Lunch meal,1,
L190118,Patrick,Brown,"Coatar,  Jack  - City of St. Louis","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Travel,11/21/19,11.57,No,Cost of travel to Callaway for a tour of the plant,1,
L190118,Patrick,Brown,"Coatar,  Jack  - City of St. Louis","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",11/21/19,12.08,No,Callaway Plant tour lunch,1,
